relpath,sha1,size,mtime,mime
logs/fullsuite_20250509_124616_nixos/run_v3_np1.log,91bad8e5e1d9cc82aefbed8d79b2e1af26b78c41,162,2025-05-09 16:17:49.383529,text/plain
logs/run_20250509_112555_DESKTOP-B5PMJB5/make_v2_2.2_scatter_halo_np2.log,d5d09db9ed732a07939d61d4d9d083d408d69e1b,494,2025-05-09 11:26:08.056444,text/plain
logs/run_20250509_112555_DESKTOP-B5PMJB5/make_v2_2.1_broadcast_all_np2.log,23b3a589b16d86421368bc515f759192cd211667,534,2025-05-09 11:26:02.124605,text/plain
logs/run_20250509_112555_DESKTOP-B5PMJB5/run_v2_2.1_broadcast_all_np4.log,ba24d03191655b5e1a252ee53f45d1d69f8b7c97,99,2025-05-09 11:26:06.034352,text/plain
logs/run_20250509_112555_DESKTOP-B5PMJB5/make_v2_2.2_scatter_halo_np4.log,d5d09db9ed732a07939d61d4d9d083d408d69e1b,494,2025-05-09 11:26:10.356643,text/plain
logs/run_20250509_112555_DESKTOP-B5PMJB5/run_v4_np2.log,7140bbe08f56af21b5c258f647a58aa1c570d395,194,2025-05-09 11:26:23.006890,text/plain
logs/run_20250509_112555_DESKTOP-B5PMJB5/make_v2_2.1_broadcast_all_np4.log,23b3a589b16d86421368bc515f759192cd211667,534,2025-05-09 11:26:04.610694,text/plain
logs/run_20250509_112555_DESKTOP-B5PMJB5/run_v2_2.1_broadcast_all_np2.log,3ab932a41a85f426b968c5df231bd924c3739783,99,2025-05-09 11:26:03.410147,text/plain
logs/run_20250509_112555_DESKTOP-B5PMJB5/make_v4.log,60f97241d76ce71afb58f62882a2949b9a0a9423,5113,2025-05-09 11:26:19.888652,text/plain
logs/run_20250509_112555_DESKTOP-B5PMJB5/run_v2_2.2_scatter_halo_np1.log,f8026da9fc16c6666360632dc6dfa8b441ed5961,99,2025-05-09 11:26:06.625445,text/plain
logs/run_20250509_112555_DESKTOP-B5PMJB5/make_v3.log,ba67f2e8756360d5d4c7228f1a09c2dd471939d7,405,2025-05-09 11:26:13.759242,text/plain
logs/run_20250509_112555_DESKTOP-B5PMJB5/run_v1_np1.log,690bcf0905cd8154f0973e683cb7a1f1c99066c7,891,2025-05-09 11:25:58.363599,text/plain
logs/run_20250509_112555_DESKTOP-B5PMJB5/run_v4_np1.log,5c0358111eebff7afe8a47c4862576818354db92,196,2025-05-09 11:26:22.009072,text/plain
logs/run_20250509_112555_DESKTOP-B5PMJB5/run_v2_2.2_scatter_halo_np4.log,c348f44837661cfb7d4914f22efda4cb83ecd2a0,215,2025-05-09 11:26:11.172843,text/plain
logs/run_20250509_112555_DESKTOP-B5PMJB5/make_v1.log,6fc0d870f93c28cc5a8269198e47d12cbfa580a8,353,2025-05-09 11:25:57.486818,text/plain
logs/run_20250509_112555_DESKTOP-B5PMJB5/make_v2_2.2_scatter_halo_np1.log,d5d09db9ed732a07939d61d4d9d083d408d69e1b,494,2025-05-09 11:26:05.607846,text/plain
logs/run_20250509_112555_DESKTOP-B5PMJB5/run_v2_2.2_scatter_halo_np2.log,d93b747f76ebf30d30ba284d19681dce67471106,215,2025-05-09 11:26:08.915044,text/plain
logs/run_20250509_112555_DESKTOP-B5PMJB5/run_v2_2.1_broadcast_all_np1.log,6eb62b06a6b6b2cf8c30fb1f4c2d1414edc80f03,99,2025-05-09 11:26:00.902809,text/plain
logs/run_20250509_112555_DESKTOP-B5PMJB5/make_v2_2.1_broadcast_all_np1.log,23b3a589b16d86421368bc515f759192cd211667,534,2025-05-09 11:25:59.564146,text/plain
logs/run_20250509_112555_DESKTOP-B5PMJB5/run_v3_np1.log,d2d10a34b2ad60adc593153141fc0d2839c911f7,162,2025-05-09 11:26:14.587601,text/plain
logs/run_20250509_112555_DESKTOP-B5PMJB5/run_v4_np4.log,062cce81362bc72f59fa86102a700b25fc1fbd69,195,2025-05-09 11:26:24.049333,text/plain
